20002 70000
20001 2799 0
2799 10489 -4446
2799 16959 -4680
2799 14932 -5505
2799 11172 -7952
2799 11389 -3138
20001 2800 0
2800 13150 -6019
2800 11098 -61
2800 10123 -4991
2800 19264 -7413
20001 2801 0
2801 14490 -9864
2801 11495 -8170
2801 16851 -6255
2801 13448 -1440
2801 17506 -7119
2801 14607 -6665
2801 10228 -1498
2801 18075 -1973
20001 2802 0
2802 10684 -883
2802 11113 -9947
2802 15961 -787
2802 11305 -9825
2802 15697 -346
2802 11719 -6850
2802 14122 -8823
2802 13968 -6461
2802 11627 -7175
20001 2803 0
2803 16708 -9606
2803 14009 -3012
20001 2804 0
2804 16471 -1844
2804 13181 -1994
2804 14732 -3465
2804 13342 -2909
2804 17862 -9135
2804 17326 -4196
2804 18909 -9235
20001 2805 0
2805 14570 -7362
2805 13025 -5466
2805 14772 -3866
2805 18704 -5083
2805 17999 -9893
2805 16364 -6551
2805 15308 -3899
20001 2806 0
2806 16642 -1813
2806 13616 -1604
2806 12994 -4664
2806 13479 -3266
2806 11809 -8699
2806 11644 -7473
20001 2807 0
2807 13360 -2294
20001 2808 0
2808 16078 -5916
2808 10343 -5132
2808 10808 -4373
20001 2809 0
2809 17612 -1487
2809 10312 -3887
20001 2810 0
2810 10953 -582
2810 13547 -4860
2810 16839 -8965
2810 10131 -5444
2810 13341 -670
2810 16246 -4245
2810 13282 -9454
2810 18418 -5770
20001 2811 0
2811 14979 -548
2811 11442 -4273
2811 18795 -2086
2811 11801 -5490
2811 16076 -5187
2811 18552 -939
2811 18265 -876
20001 2812 0
2812 15154 -3889
2812 19416 -8454
2812 11586 -8353
2812 14742 -8772
20001 2813 0
2813 19351 -9822
2813 16201 -3470
2813 14675 -2486
2813 18215 -2480
2813 11442 -3529
2813 14493 -4011
2813 16076 -8550
20001 2814 0
2814 11014 -5749
2814 11753 -570
2814 19001 -462
2814 17310 -9556
20001 2815 0
2815 14792 -6578
2815 14951 -4480
2815 12827 -5957
2815 14148 -1303
2815 17540 -4799
2815 16489 -7586
2815 14358 -9364
2815 16442 -1132
2815 11617 -8028
20001 2816 0
2816 14459 -5593
2816 19582 -8536
20001 2817 0
2817 15818 -1800
2817 13775 -932
2817 16189 -5409
2817 13032 -6033
2817 10017 -6699
2817 19587 -5548
2817 11764 -9071
2817 15841 -4051
2817 12587 -1847
2817 16326 -2580
20001 2818 0
2818 14821 -1445
2818 10643 -6861
2818 15269 -7120
2818 18919 -5780
2818 18522 -9206
20001 2819 0
2819 13118 -5335
2819 14263 -3696
2819 16507 -4764
2819 16822 -5516
2819 15771 -2963
2819 17189 -7315
2819 17585 -2016
2819 10181 -2737
20001 2820 0
2820 16591 -5155
20001 2821 0
2821 19911 -6013
2821 10792 -4444
2821 17569 -2361
2821 15768 -4034
2821 15524 -6518
20001 2822 0
2822 12971 -9975
2822 14151 -471
2822 16086 -88
2822 19368 -9630
2822 13867 -714
2822 12412 -818
20001 2823 0
2823 10797 -2362
2823 12296 -7380
2823 13471 -3174
20001 2824 0
2824 15185 -7046
2824 10072 -1537
20001 2825 0
2825 11846 -6126
2825 12876 -3390
2825 12466 -8777
2825 15835 -8395
2825 13972 -5313
2825 16201 -4027
20001 2826 0
2826 19809 -7201
2826 11345 -3739
2826 17566 -1996
2826 11647 -5833
2826 14334 -7363
2826 12192 -4321
2826 10709 -9923
2826 18433 -3829
20001 2827 0
2827 15479 -9199
2827 15176 -339
2827 16676 -5872
2827 13402 -3993
20001 2828 0
2828 19831 -1331
2828 12389 -6126
2828 13151 -4190
2828 18059 -4986
20001 2829 0
2829 17453 -8175
2829 13340 -9019
2829 19913 -105
2829 18016 -8291
2829 14336 -4617
2829 10309 -1939
20001 2830 0
2830 19420 -6533
2830 11261 -8448
2830 16855 -3102
2830 17298 -8368
2830 18588 -1879
20001 2831 0
2831 19230 -7642
2831 17927 -2760
2831 16801 -7876
2831 15734 -4314
2831 16301 -3885
20001 2832 0
2832 13184 -9679
2832 17110 -6944
2832 14487 -7335
2832 19049 -5709
20001 2833 0
2833 15422 -9987
2833 18241 -6380
20001 2834 0
2834 16314 -6848
2834 12650 -1196
2834 16910 -1763
2834 14584 -1798
20001 2835 0
2835 19755 -1702
2835 15382 -3059
2835 17350 -2132
2835 15608 -6406
2835 17061 -9524
2835 13525 -1301
2835 17817 -4051
20001 2836 0
2836 19572 -9103
2836 19018 -1074
2836 11770 -6561
2836 14481 -1114
2836 13805 -2756
2836 18695 -1910
20001 2837 0
2837 10975 -6771
2837 15359 -2738
2837 17227 -7261
2837 15538 -4407
20001 2838 0
2838 15115 -6982
2838 10981 -6518
2838 14517 -7838
2838 19518 -2105
2838 12592 -739
2838 14008 -4246
20001 2839 0
2839 16666 -4843
20001 2840 0
2840 14340 -196
2840 15587 -7385
2840 15845 -3854
2840 14778 -5898
2840 19710 -4225
20001 2841 0
2841 19198 -6791
2841 15467 -1426
20001 2842 0
2842 13153 -5481
2842 10873 -2577
2842 10920 -251
2842 14717 -7211
2842 13259 -982
2842 18782 -1057
20001 2843 0
2843 12039 -3434
2843 10070 -6947
20001 2844 0
2844 18758 -3587
2844 17809 -1097
2844 13462 -8200
20001 2845 0
2845 19906 -1503
2845 13032 -9329
2845 12590 -9672
2845 13725 -2548
2845 12821 -6180
20001 2846 0
2846 18721 -3399
2846 14669 -3626
2846 17961 -1548
20001 2847 0
2847 12355 -9136
2847 19130 -8350
2847 11918 -8393
20001 2848 0
2848 18686 -2614
2848 16423 -7478
2848 13653 -2129
2848 16613 -2220
2848 13415 -5697
20001 2849 0
2849 13776 -531
2849 17070 -9749
20001 2850 0
2850 16343 -184
20001 2851 0
2851 11527 -4295
2851 18592 -6687
2851 12339 -6175
2851 18528 -6718
2851 18864 -7636
20001 2852 0
2852 16543 -7022
2852 18666 -2459
2852 16803 -403
2852 16081 -6351
20001 2853 0
2853 12495 -6083
2853 12230 -1800
2853 12915 -5558
2853 11402 -3987
2853 19427 -6410
20001 2854 0
2854 17534 -3322
2854 11836 -6864
2854 15820 -4882
20001 2855 0
2855 10081 -5849
2855 13694 -3990
2855 14828 -3229
2855 13157 -8638
2855 19299 -4507
2855 14141 -8454
2855 15037 -6088
2855 11761 -8818
20001 2856 0
2856 14230 -9984
2856 12830 -1300
20001 2857 0
2857 18870 -6385
2857 14976 -1272
2857 10299 -5132
2857 15066 -8707
20001 2858 0
2858 16308 -219
2858 14742 -8428
2858 14106 -3682
2858 18288 -2347
2858 14853 -6629
2858 18127 -6504
2858 15974 -9102
20001 2859 0
2859 13566 -6904
20001 2860 0
2860 12047 -7848
2860 11506 -3620
2860 12077 -4084
20001 2861 0
2861 16016 -8927
2861 18045 -4941
2861 14643 -3985
2861 16259 -4087
2861 15490 -8588
2861 10368 -3555
20001 2862 0
2862 11195 -545
2862 19611 -998
2862 13980 -787
20001 2863 0
2863 18512 -9766
2863 15132 -4805
2863 13099 -2019
2863 13679 -206
2863 17432 -7510
2863 10401 -9107
20001 2864 0
2864 12492 -3755
2864 11506 -313
2864 13293 -4372
2864 18100 -9913
2864 15473 -6933
20001 2865 0
2865 17870 -8229
2865 17694 -1511
2865 16433 -2241
2865 12702 -8251
20001 2866 0
2866 11730 -7066
2866 10340 -2226
2866 17742 -2677
2866 10297 -5647
2866 13648 -9522
2866 13329 -6445
2866 16879 -6752
2866 19827 -6789
20001 2867 0
2867 17899 -5254
2867 12452 -3441
2867 13155 -8819
2867 14520 -63
2867 13338 -7798
20001 2868 0
2868 16314 -1672
2868 17636 -4692
2868 16114 -6686
2868 13602 -1120
2868 16902 -1001
20001 2869 0
2869 19093 -8061
2869 10818 -220
2869 16893 -5774
2869 17554 -5502
2869 13820 -3008
2869 11674 -6514
2869 17563 -5910
2869 16757 -6928
2869 15248 -6339
2869 15283 -7240
20001 2870 0
2870 18308 -2700
2870 19066 -9841
2870 11505 -2355
20001 2871 0
2871 12435 -2636
2871 19644 -7791
2871 12129 -9397
2871 14737 -7621
2871 17777 -7376
20001 2872 0
2872 15888 -3697
2872 14958 -1699
2872 17246 -4203
2872 13468 -7445
2872 11389 -9530
20001 2873 0
2873 18827 -3245
2873 13641 -8529
20001 2874 0
2874 10032 -4341
2874 12610 -9794
2874 11293 -177
2874 17262 -3844
2874 11245 -7010
2874 16634 -9266
2874 15226 -9181
20001 2875 0
2875 12712 -678
2875 15382 -5687
2875 17987 -1692
2875 18573 -4152
2875 19766 -6977
2875 18533 -6938
20001 2876 0
2876 16179 -6320
2876 18222 -3027
2876 16163 -438
2876 10084 -3968
2876 15533 -6803
2876 19353 -825
2876 13476 -256
20001 2877 0
2877 12490 -1730
2877 17857 -480
2877 11459 -6425
2877 16048 -1486
2877 19596 -9385
20001 2878 0
2878 13957 -5900
2878 14998 -5417
2878 12099 -712
2878 19092 -5824
2878 14608 -6037
20001 2879 0
2879 12297 -9210
2879 15714 -1587
20001 2880 0
2880 17206 -9034
2880 12725 -9139
2880 10377 -4228
2880 11994 -9245
20001 2881 0
2881 13652 -2721
2881 18839 -5473
20001 2882 0
2882 18747 -5262
2882 17816 -1593
2882 11973 -6330
2882 19629 -7285
2882 15454 -8341
2882 19320 -2403
20001 2883 0
2883 11670 -3651
2883 14524 -6675
2883 14624 -3276
2883 16110 -3631
2883 12533 -6159
2883 13355 -2996
2883 19940 -1961
2883 18305 -9903
20001 2884 0
2884 17318 -3961
2884 12589 -2549
2884 12261 -5636
2884 14258 -2110
20001 2885 0
2885 13204 -2669
2885 17975 -7034
2885 15781 -2235
2885 14297 -9596
20001 2886 0
2886 10734 -8317
2886 13819 -8692
2886 15131 -8572
2886 12041 -9114
2886 18462 -3552
20001 2887 0
2887 19278 -8980
2887 14287 -203
2887 19738 -7935
2887 18020 -560
2887 19983 -5050
2887 19688 -3905
2887 18129 -6769
2887 14378 -9459
2887 17880 -3726
2887 19509 -2212
20001 2888 0
2888 14238 -5652
2888 17765 -499
2888 17792 -494
2888 15730 -7757
2888 11691 -6372
2888 15058 -5608
20001 2889 0
2889 19402 -2260
2889 19178 -7050
2889 12995 -6999
2889 15595 -2233
2889 14680 -1336
2889 13526 -613
20001 2890 0
2890 13461 -3246
2890 18313 -9742
2890 18791 -1326
2890 10791 -9392
2890 12367 -9178
2890 13023 -80
20001 2891 0
2891 15041 -2021
2891 10972 -8876
2891 14499 -6257
2891 15094 -4688
20001 2892 0
2892 17508 -12
2892 15963 -1669
2892 11237 -7867
2892 16034 -4222
20001 2893 0
2893 17133 -8768
2893 16489 -3518
2893 19431 -8140
2893 18336 -2575
20001 2894 0
2894 13616 -1250
2894 11078 -6862
2894 19184 -4258
2894 19197 -3258
2894 11902 -4651
2894 19870 -9174
2894 14246 -3595
2894 11003 -6295
20001 2895 0
2895 14593 -3028
2895 16409 -1483
2895 17893 -2883
2895 17685 -583
20001 2896 0
2896 12107 -8819
2896 10427 -2531
2896 15933 -8395
2896 12826 -6922
2896 16436 -7588
2896 11729 -9250
20001 2897 0
2897 16574 -2404
2897 15093 -8089
2897 17065 -3498
20001 2898 0
2898 13733 -4911
2898 16171 -1913
2898 17900 -1843
2898 15481 -8382
2898 18559 -4015
20001 2899 0
2899 14603 -8684
2899 10755 -4622
2899 10639 -8271
2899 13909 -530
2899 11436 -5535
2899 17243 -4451
2899 10620 -7431
20001 2900 0
2900 13136 -153
2900 10403 -6374
2900 17160 -8708
2900 11522 -8250
2900 16041 -5852
2900 19057 -16
20001 2901 0
2901 10259 -8432
2901 10940 -2798
2901 10665 -9880
2901 18920 -4112
2901 16801 -1305
2901 18928 -5427
20001 2902 0
2902 15939 -1105
2902 15269 -9065
2902 15038 -5654
2902 14512 -2986
2902 15963 -7483
2902 17306 -9794
20001 2903 0
2903 14099 -6814
2903 14722 -7663
2903 17089 -90
2903 10878 -9373
2903 16545 -8160
2903 18920 -8803
2903 12227 -5860
2903 14825 -3115
20001 2904 0
2904 16746 -492
2904 16582 -2269
2904 13940 -5881
20001 2905 0
2905 18710 -490
2905 10616 -3046
2905 15495 -3535
2905 12277 -2621
2905 13896 -5215
20001 2906 0
2906 10239 -7815
2906 19302 -6607
2906 15657 -7685
20001 2907 0
2907 14683 -1991
2907 19015 -1290
2907 15110 -6331
2907 18338 -8073
2907 15382 -4372
2907 19210 -7799
2907 19285 -4326
2907 15624 -3587
2907 16791 -7368
20001 2908 0
2908 10327 -665
2908 17040 -1242
2908 18872 -2349
2908 19532 -1477
2908 10111 -5045
20001 2909 0
2909 17171 -8636
2909 18151 -1867
2909 12488 -4019
2909 15904 -9235
2909 17745 -9601
2909 11760 -8157
2909 10126 -4175
20001 2910 0
2910 18157 -4291
2910 12415 -8511
2910 12677 -6124
2910 17592 -4380
2910 16816 -228
20001 2911 0
2911 18918 -2036
2911 12947 -8195
2911 15652 -3355
2911 13603 -2241
2911 10887 -4481
2911 12352 -751
2911 15922 -5096
2911 15873 -4444
2911 16223 -3102
2911 10203 -2835
2911 11088 -2406
20001 2912 0
2912 13429 -6164
2912 14855 -5233
2912 16135 -660
2912 10512 -6323
20001 2913 0
2913 10307 -9322
2913 12107 -1925
2913 13469 -8073
2913 13364 -1036
2913 14680 -3147
2913 14131 -1444
20001 2914 0
2914 11856 -2766
2914 15612 -4612
2914 12719 -9747
2914 15728 -5194
2914 12369 -2933
2914 18645 -9873
2914 17419 -4487
2914 15419 -6167
20001 2915 0
2915 17578 -220
2915 19342 -9168
2915 15386 -8651
2915 17339 -3221
20001 2916 0
2916 13925 -8865
2916 14543 -1603
2916 18899 -1693
2916 14740 -2703
2916 12373 -7111
2916 13123 -945
2916 17380 -8348
2916 12620 -779
2916 10279 -167
2916 15543 -2120
20001 2917 0
2917 18541 -1415
2917 17502 -1276
2917 19023 -7592
2917 14100 -7818
20001 2918 0
2918 18444 -1185
2918 14184 -9870
2918 15395 -9954
2918 16057 -163
20001 2919 0
2919 10885 -9018
2919 11088 -4955
2919 18840 -5452
2919 10856 -1811
2919 18765 -6348
2919 13612 -6135
2919 19720 -8819
2919 18715 -7174
20001 2920 0
2920 11777 -246
2920 14213 -8268
2920 13750 -1556
2920 14044 -6674
2920 13805 -5020
2920 14207 -8012
2920 16341 -8973
2920 10086 -5307
20001 2921 0
2921 12616 -1630
2921 17081 -385
2921 16443 -2441
2921 11584 -9570
2921 17962 -352
2921 19159 -3868
2921 15156 -5870
2921 16288 -2293
2921 16023 -3235
2921 11757 -1100
20001 2922 0
2922 16152 -9741
20001 2923 0
2923 13235 -6610
2923 13315 -2283
2923 11180 -6662
2923 17135 -2714
2923 15243 -1737
2923 15374 -2511
2923 11138 -2012
2923 12023 -4069
20001 2924 0
2924 11773 -8440
2924 19479 -3977
2924 13738 -8947
2924 13186 -2528
2924 16138 -5152
2924 10006 -4307
2924 12717 -9329
2924 11036 -8736
20001 2925 0
2925 19995 -9865
2925 19055 -731
2925 15477 -1350
2925 12527 -1808
2925 14409 -34
2925 17170 -3290
2925 19307 -4522
2925 17929 -6875
20001 2926 0
2926 18253 -2390
2926 13203 -1790
2926 12150 -1860
2926 13895 -3561
20001 2927 0
2927 14715 -4840
2927 17947 -5870
2927 13737 -4643
2927 19488 -2887
2927 15521 -9169
2927 19009 -3853
20001 2928 0
2928 16289 -9245
2928 14886 -1364
2928 19954 -2228
2928 15683 -4036
2928 17040 -8241
2928 11003 -261
2928 13725 -4392
20001 2929 0
2929 16649 -5391
2929 13118 -8854
2929 14128 -1874
2929 16592 -846
2929 11423 -9880
2929 17281 -463
20001 2930 0
2930 19387 -7272
2930 10959 -5996
2930 12990 -8183
2930 14360 -5038
2930 13210 -4646
20001 2931 0
2931 11790 -916
2931 12297 -1694
2931 10661 -4418
2931 19940 -6755
20001 2932 0
2932 15801 -4649
2932 17890 -5080
2932 16791 -806
2932 11906 -8199
2932 16843 -7170
2932 17658 -7877
2932 12509 -7321
2932 16508 -7614
2932 12593 -5752
2932 11088 -1850
2932 11323 -9581
2932 16492 -7651
20001 2933 0
2933 16775 -2420
2933 16885 -2817
2933 13230 -1599
2933 11971 -1778
2933 17597 -3204
2933 12285 -8165
2933 16046 -8712
20001 2934 0
2934 13693 -1267
2934 12944 -6423
2934 14182 -1499
2934 17917 -4857
2934 17781 -3474
20001 2935 0
2935 12910 -6322
2935 14645 -9431
2935 17680 -3486
2935 17368 -8082
2935 11974 -7172
2935 17934 -6300
2935 12275 -207
2935 17422 -8155
2935 18583 -5793
20001 2936 0
2936 15216 -2231
2936 14408 -6723
20001 2937 0
2937 18261 -1370
2937 18167 -2727
2937 15481 -7338
2937 10978 -921
2937 12626 -332
2937 10138 -374
2937 17893 -7311
2937 12904 -2741
20001 2938 0
2938 15589 -2859
20001 2939 0
2939 17584 -1856
2939 12154 -2171
2939 10877 -5820
2939 19221 -8291
2939 13175 -5018
20001 2940 0
2940 18255 -3332
2940 13388 -4605
2940 17141 -412
2940 12796 -921
2940 15257 -6354
2940 14947 -811
20001 2941 0
2941 10718 -1511
2941 10447 -306
2941 18318 -4965
2941 16852 -7616
20001 2942 0
2942 11808 -1721
2942 13099 -8897
2942 17862 -1538
20001 2943 0
2943 10446 -881
2943 15408 -9256
2943 17184 -2994
2943 11241 -8207
20001 2944 0
2944 14081 -6420
2944 10067 -5733
2944 17719 -9744
2944 14144 -4632
2944 18065 -5845
2944 14460 -1313
2944 13172 -332
20001 2945 0
2945 13013 -5990
2945 10153 -606
2945 17959 -3658
20001 2946 0
2946 18567 -8560
2946 16070 -5375
2946 12494 -9211
2946 13329 -5500
2946 17372 -698
2946 13633 -5056
2946 18988 -7324
20001 2947 0
2947 10674 -4922
2947 18103 -5422
2947 12740 -7470
20001 2948 0
2948 16694 -421
2948 15514 -5317
2948 14603 -8070
2948 11164 -5074
2948 19344 -3436
2948 13090 -1833
2948 10836 -5248
2948 11678 -7410
20001 2949 0
2949 15264 -4443
2949 15658 -4951
20001 2950 0
2950 14071 -9676
2950 10064 -7676
2950 13901 -4331
2950 12293 -9974
2950 18332 -3319
2950 17383 -1087
20001 2951 0
2951 17427 -5628
2951 16627 -1160
2951 16286 -825
20001 2952 0
2952 13912 -9503
2952 11451 -4199
2952 19933 -9987
20001 2953 0
2953 19390 -9708
2953 16226 -6726
2953 12610 -3384
20001 2954 0
2954 18801 -1144
2954 13987 -2835
2954 12705 -8514
2954 13735 -740
2954 18858 -1169
2954 14709 -4237
2954 10423 -9626
2954 17764 -5965
20001 2955 0
2955 16276 -1601
2955 16267 -411
2955 10261 -1953
2955 13275 -1459
2955 16898 -4599
2955 15034 -5682
2955 10949 -788
20001 2956 0
2956 12694 -2417
2956 17329 -6779
20001 2957 0
2957 15363 -3164
2957 11924 -1043
2957 11662 -31
2957 16606 -8263
2957 14830 -4069
2957 12379 -2564
20001 2958 0
2958 17940 -7465
2958 13859 -812
2958 15215 -9476
2958 14612 -5763
2958 15345 -878
20001 2959 0
2959 11005 -3374
2959 14324 -1080
2959 15271 -4213
20001 2960 0
2960 14065 -7488
2960 17926 -3787
2960 17617 -2472
2960 15743 -3079
2960 14015 -5163
20001 2961 0
2961 19213 -9064
2961 14130 -4146
2961 17767 -7593
2961 15171 -3627
2961 15801 -561
2961 17085 -9887
2961 14424 -1920
20001 2962 0
2962 18855 -7515
2962 14796 -4132
2962 14326 -6209
2962 18636 -3736
2962 11377 -3818
2962 14881 -9861
20001 2963 0
2963 15387 -4707
2963 15535 -6599
2963 17996 -3225
2963 12098 -4595
2963 19718 -6255
2963 14603 -8940
20001 2964 0
2964 13200 -5013
2964 18803 -9418
2964 11017 -2750
2964 10470 -3453
2964 12896 -6840
2964 14805 -1589
2964 11923 -5339
20001 2965 0
2965 14006 -4716
2965 10742 -9228
2965 15723 -32
2965 19338 -5678
20001 2966 0
2966 15749 -327
2966 14009 -8597
2966 10520 -1527
2966 18104 -28
2966 19676 -5352
2966 11060 -2292
20001 2967 0
2967 12355 -2957
2967 14365 -2852
2967 12263 -2778
2967 14912 -4594
2967 17816 -1584
2967 18005 -6060
2967 11713 -9315
20001 2968 0
2968 15710 -8573
2968 16033 -693
20001 2969 0
2969 14263 -5676
2969 17938 -2310
2969 11502 -2401
20001 2970 0
2970 14693 -8549
2970 17811 -414
2970 16671 -5867
2970 11709 -3940
20001 2971 0
2971 14401 -3143
2971 13892 -6891
2971 13145 -649
2971 19851 -6534
2971 16395 -474
20001 2972 0
2972 10273 -5785
2972 11685 -1225
2972 12854 -9148
2972 10502 -9516
2972 16019 -2767
2972 18064 -8619
2972 15338 -1577
2972 17663 -9721
20001 2973 0
2973 19265 -8871
2973 12540 -5015
2973 16054 -2056
2973 12960 -778
2973 12618 -5230
2973 16657 -7351
2973 18162 -8711
20001 2974 0
2974 19293 -6717
2974 13495 -2336
2974 17333 -4221
2974 18838 -3453
2974 12721 -184
20001 2975 0
2975 14598 -3613
2975 12529 -5767
2975 16214 -6572
2975 11481 -8992
2975 12088 -7362
2975 11408 -9294
2975 17053 -6153
2975 11729 -3650
2975 19198 -5478
20001 2976 0
2976 19999 -8377
2976 16648 -5677
2976 18746 -8926
20001 2977 0
2977 17177 -6301
2977 19721 -4954
2977 13103 -9932
2977 17486 -7922
2977 12505 -5061
20001 2978 0
2978 17515 -3560
2978 10368 -1294
2978 19630 -8796
2978 13848 -1007
2978 11831 -318
2978 11564 -5583
20001 2979 0
2979 14139 -8339
2979 18707 -7532
2979 16395 -4235
2979 19592 -6879
2979 14616 -7327
2979 17620 -8552
2979 19345 -7652
20001 2980 0
2980 17727 -243
2980 16012 -3419
2980 12343 -6530
2980 12092 -7013
20001 2981 0
2981 16829 -9496
2981 18784 -2346
20001 2982 0
2982 14739 -7241
2982 19152 -8512
2982 13366 -2512
2982 10729 -4191
2982 10819 -2362
2982 13101 -4184
20001 2983 0
2983 18604 -4561
2983 12317 -9082
2983 10176 -179
2983 15837 -3381
2983 16285 -7539
2983 10536 -468
2983 12013 -21
20001 2984 0
2984 16888 -1631
2984 15498 -4843
2984 17758 -8963
2984 17670 -1738
2984 12913 -9430
2984 11007 -6663
2984 13254 -6428
2984 12424 -1336
2984 19144 -703
20001 2985 0
2985 16185 -8222
2985 19753 -4634
2985 12130 -4542
2985 19568 -4371
2985 13256 -1413
2985 13227 -7731
2985 15118 -8587
2985 17181 -3232
20001 2986 0
2986 18657 -6707
2986 19186 -9855
2986 17835 -5017
2986 14178 -5715
2986 15274 -1088
2986 17325 -7196
2986 10425 -6758
2986 19667 -2211
20001 2987 0
2987 14331 -7852
2987 19586 -5453
2987 13834 -6350
20001 2988 0
2988 17198 -5289
2988 12745 -9034
2988 11193 -8805
2988 19374 -1939
2988 16294 -8164
2988 19929 -9566
20001 2989 0
2989 16010 -7172
2989 14784 -985
2989 16031 -9422
2989 17234 -5648
2989 13665 -2171
2989 14138 -364
2989 16029 -3452
2989 13508 -7421
20001 2990 0
2990 19178 -3545
2990 13291 -1544
2990 16413 -7774
20001 2991 0
2991 12593 -9803
2991 17473 -778
2991 15714 -7237
2991 15014 -4682
20001 2992 0
2992 10384 -1136
2992 18011 -9875
2992 11072 -6944
2992 16216 -7457
2992 15554 -2411
20001 2993 0
2993 16644 -2647
2993 11008 -7155
2993 17956 -5912
20001 2994 0
2994 18386 -7869
2994 17983 -3670
2994 13110 -7483
2994 15746 -8824
2994 11767 -2801
20001 2995 0
2995 12955 -4620
2995 15055 -6431
2995 18317 -169
20001 2996 0
2996 11464 -8096
2996 11739 -577
2996 16575 -642
20001 2997 0
2997 15838 -9185
2997 10524 -8350
2997 16427 -5562
2997 15564 -8153
2997 18026 -5486
20001 2998 0
2998 17433 -7110
2998 12706 -8144
2998 16773 -6947
2998 11692 -8467
2998 19773 -7033
2998 15556 -1252
2998 18022 -7173
2998 19434 -2597
20001 2999 0
2999 19137 -9468
2999 16609 -5027
2999 14342 -3756
2999 11214 -9610
2999 19289 -8063
2999 11581 -4363
2999 12507 -9599
20001 3000 0
3000 10564 -1771
3000 15935 -5059
3000 11984 -7518
3000 11147 -3226
3000 16717 -6736
3000 18153 -5021
20001 3001 0
3001 19295 -4534
3001 18116 -5985
3001 12698 -2000
3001 17650 -9656
3001 16721 -9651
3001 17094 -9062
20001 3002 0
3002 18737 -1188
3002 15371 -3591
3002 18363 -9878
3002 10999 -7935
20001 3003 0
3003 17469 -6711
3003 13603 -1075
20001 3004 0
3004 16327 -3325
3004 13744 -8540
3004 13136 -4789
3004 13197 -291
20001 3005 0
3005 18745 -1136
3005 13589 -823
20001 3006 0
3006 15224 -8120
3006 11193 -4146
3006 11681 -6291
3006 14780 -2732
20001 3007 0
3007 12027 -5742
3007 18971 -5535
3007 14872 -3660
3007 17974 -724
3007 16073 -7988
20001 3008 0
3008 15256 -7710
3008 13530 -4477
3008 10756 -5657
3008 16479 -9621
3008 18720 -3130
20001 3009 0
3009 18883 -2200
3009 19574 -3095
3009 10345 -728
20001 3010 0
3010 13776 -1063
3010 15604 -1923
3010 11123 -6793
3010 11894 -8734
3010 10301 -7134
20001 3011 0
3011 14363 -4141
3011 16077 -8232
3011 12419 -1346
3011 17611 -1680
20001 3012 0
3012 18488 -67
3012 16318 -3595
3012 10910 -6724
20001 3013 0
3013 14600 -7202
3013 11515 -6205
3013 15198 -6461
3013 14317 -2613
3013 19651 -9241
20001 3014 0
3014 19512 -7812
3014 10830 -6368
3014 13932 -111
3014 13102 -7811
3014 10788 -3589
3014 12594 -5000
3014 15715 -2633
20001 3015 0
3015 18288 -4838
3015 10843 -6137
3015 14205 -3630
20001 3016 0
3016 13186 -9583
3016 16214 -8737
3016 19760 -3036
3016 16975 -2095
20001 3017 0
3017 17942 -1496
3017 10275 -6946
3017 13249 -1098
3017 14791 -8942
3017 16901 -2896
3017 13926 -9204
20001 3018 0
3018 19878 -3990
3018 19862 -4245
20001 3019 0
3019 15239 -9691
3019 12653 -3695
3019 14317 -2216
20001 3020 0
3020 18839 -1359
20001 3021 0
3021 14680 -9137
3021 13735 -289
3021 18571 -8775
3021 12296 -1268
3021 11392 -5248
3021 11514 -4514
3021 18820 -3034
3021 18722 -3704
3021 14531 -2685
3021 16411 -9319
3021 19459 -8862
20001 3022 0
3022 12616 -535
3022 16938 -3229
3022 15798 -1948
3022 15382 -5939
3022 13421 -7358
3022 13100 -4475
3022 12977 -7624
20001 3023 0
3023 16781 -1441
3023 19141 -8660
3023 18691 -5046
3023 15277 -557
3023 10625 -3783
3023 19612 -9497
3023 12441 -6490
3023 11277 -6250
20001 3024 0
3024 16989 -174
3024 16246 -6509
3024 13389 -9864
3024 10237 -9798
3024 17510 -1351
3024 13553 -738
20001 3025 0
3025 12702 -6862
3025 14597 -4901
20001 3026 0
3026 15516 -5549
3026 18056 -1168
3026 19957 -9835
3026 16440 -9132
3026 19298 -8909
3026 18226 -6041
3026 16277 -1808
20001 3027 0
3027 19652 -4014
3027 13205 -9185
3027 11654 -1890
3027 10440 -3089
3027 14031 -8421
3027 18847 -5630
20001 3028 0
3028 12655 -5150
3028 13723 -114
3028 18812 -6593
3028 19713 -6024
3028 14267 -9915
3028 12176 -6912
20001 3029 0
3029 16021 -4651
3029 14650 -413
3029 13494 -8832
3029 19184 -4768
3029 18523 -548
3029 16656 -4065
3029 14877 -432
20001 3030 0
3030 17055 -5307
3030 16440 -9442
3030 17338 -4463
3030 10328 -9983
3030 13517 -1236
3030 19876 -2042
3030 14890 -6562
20001 3031 0
3031 15776 -2460
3031 12332 -8378
3031 19430 -57
3031 11439 -8054
3031 10853 -7654
3031 13387 -3243
3031 14362 -510
3031 10485 -6255
20001 3032 0
3032 12888 -8291
3032 18084 -2017
20001 3033 0
3033 15661 -742
3033 19099 -9046
3033 16752 -1887
3033 19735 -2382
3033 17557 -9606
3033 12705 -4454
3033 17046 -3803
3033 11854 -877
3033 17360 -6459
20001 3034 0
3034 14963 -6095
3034 15745 -9906
3034 14071 -8106
3034 14623 -2685
3034 15266 -700
